AIRPORT,TR_AIRPORT_NAME,TR_CITY_NAME,TR_STATE_NAME,TR_COUNTRY_NAME,TR_WAC,BEGIN_DATE_SOURCE,END_DATE,AIRPORT_REGION,LAT_DEGREES,LAT_MINUTES,LAT_SECONDS,LAT_HEMISPHERE,LATITUDE,LON_DEGREES,LON_MINUTES,LON_SECONDS,LON_HEMISPHERE,LONGITUDE,AIRPORT_ID
A96,"Barrow, AK: Ice Strip","Barrow, AK",Alaska,United States of America,1,3/1/07,,Alaska,70,58,51,N,70.98083333,157,5,42,W,-157.095,830501
A95,"Barrow, AK: Ice Strip","Barrow, AK",Alaska,United States of America,1,3/1/07,,Alaska,70,18,43,N,70.31194444,153,14,57,W,-153.2491667,831501
A94,"Barrow, AK: Ice Strip","Barrow, AK",Alaska,United States of America,1,1/1/07,,Alaska,70,34,27,N,70.57416666,155,19,5,W,-155.3180556,831001
A93,"Bradley Lake Project, AK: Bradley Lake Project Airport","Bradley Lake Project, AK",Alaska,United States of America,1,4/1/07,,Alaska,59,47,30,N,59.79166666,151,16,0,W,-151.2666667,126621
A92,"Omolik Lagoon, AK: Omolik Lagoon Airport","Omolik Lagoon, AK",Alaska,United States of America,1,4/1/07,,Alaska,69,8,53,N,69.14805555,163,30,37,W,-163.5102778,661201
A91,"Omalik Lagoon, AK: Omalik Lagoon Airport","Omalik Lagoon, AK",Alaska,United States of America,1,1/1/07,,Alaska,69,9,20,N,69.15555555,163,29,50,W,-163.4972222,660731
A90,"Shannon Pond, AK: Shannon Pond Airport","Shannon Pond, AK",Alaska,United States of America,1,1/1/07,,Alaska,59,2,21,N,59.03916666,158,27,50,W,-158.4638889,832211
A89,"Montague Island, AK: Montague Island Airport","Montague Island, AK",Alaska,United States of America,1,10/1/06,,Alaska,59,55,30,N,59.92499999,147,31,0,W,-147.5166667,590901
A88,"Ayakulik Lagoon, AK: Ayakulik Lagoon Airport","Ayakulik Lagoon, AK",Alaska,United States of America,1,7/1/06,,Alaska,57,11,0,N,57.18333333,154,31,0,W,-154.5166667,62111
A87,"Carry Inlet, AK: Carry Inlet Airport","Carry Inlet, AK",Alaska,United States of America,1,7/1/06,,Alaska,58,34,59,N,58.58305555,152,26,45,W,-152.4458333,167541
A86,"Busch Creek, AK: Busch Creek Mining","Busch Creek, AK",Alaska,United States of America,1,4/1/06,,Alaska,62,28,39,N,62.47749999,147,46,29,W,-147.7747222,143201
A85,"Big River, AK: Big River Airport","Big River, AK",Alaska,United States of America,1,10/1/02,,,61,51,34,N,61.85944444,154,16,36,W,-154.2766667,107200
A84,"Denali, AK: Denali West Lodge Private","Denali, AK",Alaska,United States of America,1,6/1/06,,Alaska,63,45,20,N,63.75555555,147,55,48,W,-147.93,240351
A83,"Petrof Point, AK: Petrof Point Airport","Petrof Point, AK",Alaska,United States of America,1,3/1/06,,Alaska,59,22,35,N,59.37638888,150,45,54,W,-150.765,697981
A82,"Nikiski, AK: Nikiski Private Airstrip","Nikiski, AK",Alaska,United States of America,1,1/1/06,,Alaska,60,41,25,N,60.69027777,151,17,20,W,-151.2888889,641101
A81,"Aglaq, AK: Cape Simpson #1","Aglaq, AK",Alaska,United States of America,1,1/1/06,,Alaska,70,39,46,N,70.66277777,154,50,12,W,-154.8366667,7901
A80,"Cape Simpson, AK: Cape Simpson No. 7","Cape Simpson, AK",Alaska,United States of America,1,10/1/05,,Alaska,70,34,26,N,70.57388888,155,19,17,W,-155.3213889,162373
A79,"Cape Simpson, AK: Cape Simpson No. 1","Cape Simpson, AK",Alaska,United States of America,1,10/1/05,,Alaska,70,39,46,N,70.66277777,154,50,12,W,-154.8366667,162372
A78,"Cape Simpson, AK: Lake","Cape Simpson, AK",Alaska,United States of America,1,10/1/05,,Alaska,71,1,48,N,71.02999999,154,26,37,W,-154.4436111,162371
A77,"Shearwater, AK: Shearwater","Shearwater, AK",Alaska,United States of America,1,10/1/05,,Alaska,57,20,36,N,57.34333333,152,53,50,W,-152.8972222,833301
A76,"Red Fox Bay, AK: Red Fox Bay Airport","Red Fox Bay, AK",Alaska,United States of America,1,10/1/05,,Alaska,58,27,52,N,58.46444444,152,35,35,W,-152.5930556,752501
A75,"Malina Bay, AK: Malina Bay Airport","Malina Bay, AK",Alaska,United States of America,1,10/1/05,,Alaska,58,10,19,N,58.17194444,152,53,39,W,-152.8941667,535581
A74,"Dogfish Bay, AK: Dogfish Bay Airport","Dogfish Bay, AK",Alaska,United States of America,1,4/1/05,,Alaska,59,15,0,N,59.25,151,53,0,W,-151.8833333,248801
A73,"Mckinley Park, AK: Mckinley National Park","Mckinley Park, AK",Alaska,United States of America,1,4/1/05,,Alaska,63,43,57,N,63.73249999,148,54,38,W,-148.9105556,566871
A72,"Chinitna Bay, AK: Chinitna Bay Airport","Chinitna Bay, AK",Alaska,United States of America,1,4/1/05,,Alaska,59,50,0,N,59.83333333,152,35,5,W,-152.5847222,187671
A71,"Homer, AK: Bear Cove Farm","Homer, AK",Alaska,United States of America,1,4/1/05,,Alaska,59,44,18,N,59.73833333,151,1,48,W,-151.03,90201
A70,"Village Islands, AK: Village Islands Airport","Village Islands, AK",Alaska,United States of America,1,10/1/05,,Alaska,57,46,27,N,57.77416666,153,32,41,W,-153.5447222,953501
A69,"Cold Bay, AK: Cathedral Strip","Cold Bay, AK",Alaska,United States of America,1,7/1/05,,Alaska,55,44,24,N,55.73999999,162,7,31,W,-162.1252778,171501
A68,"Curly Warren, AK: Curly Warren Airport","Curly Warren, AK",Alaska,United States of America,1,7/1/05,,,61,38,0,N,61.63333333,156,23,0,W,-156.3833333,228451
A67,"Viekoda Bay, AK: Viekoda Bay Airport","Viekoda Bay, AK",Alaska,United States of America,1,7/1/05,,Alaska,57,50,58,N,57.84944444,153,6,55,W,-153.1152778,948351
A66,"Hope, AK: Hope","Hope, AK",Alaska,United States of America,1,8/1/05,,Alaska,60,54,20,N,60.90555555,149,37,26,W,-149.6238889,307401
A65,"Karluk Portage, AK: Karluk Portage Airport","Karluk Portage, AK",Alaska,United States of America,1,6/1/05,,Alaska,57,32,18,N,57.53833333,154,9,52,W,-154.1644444,429301
A64,"Halibut Bay, AK: Halibut Bay Airport","Halibut Bay, AK",Alaska,United States of America,1,6/1/05,,Alaska,57,21,38,N,57.36055555,154,43,56,W,-154.7322222,348901
A63,"Yukon Charley Rivvers, AK: Coal Creek","Yukon Charley Rivvers, AK",Alaska,United States of America,1,6/1/05,,Alaska,65,18,40,N,65.31111111,143,8,7,W,-143.1352778,994301
A62,"Taylor Mountain Mine, AK: Taylor Mountain","Taylor Mountain Mine, AK",Alaska,United States of America,1,4/1/05,,Alaska,60,52,4,N,60.86777777,157,23,31,W,-157.3919444,888031
A61,"Cape Sarichef, AK: Cape Sarichef Afs","Cape Sarichef, AK",Alaska,United States of America,1,3/1/99,,Alaska,54,35,0,N,54.58333333,164,54,45,W,-164.9125,162350
A60,"Deadhorse, AK: Inigok","Deadhorse, AK",Alaska,United States of America,1,4/1/05,,Alaska,69,59,0,N,69.98333333,153,5,52,W,-153.0977778,385701
A59,"Ivatuk, AK: Ivatuk","Ivatuk, AK",Alaska,United States of America,1,4/1/05,,Alaska,68,29,16,N,68.48777777,155,45,27,W,-155.7575,398881
A58,"Cosna River, AK: Cosna River Airport","Cosna River, AK",Alaska,United States of America,1,4/1/05,,Alaska,64,30,0,N,64.5,151,40,0,W,-151.6666667,217401
A57,"International Seafoods, AK: International Seafoods Airport","International Seafoods, AK",Alaska,United States of America,1,1/1/05,,Alaska,58,16,0,N,58.26666666,157,32,0,W,-157.5333333,387651
A56,"Bear Lake, AK: Johnsons Landing","Bear Lake, AK",Alaska,United States of America,1,3/1/05,,Alaska,56,2,12,N,56.03666666,160,15,58,W,-160.2661111,90501
A55,"Windslow Bay, AK: Windslow Bay Airport","Windslow Bay, AK",Alaska,United States of America,1,1/1/05,,Alaska,54,0,0,N,54,166,43,0,W,-166.7166667,978601
A54,"Cannery Bay, AK: Cannery Bay Airport","Cannery Bay, AK",Alaska,United States of America,1,1/1/05,,Alaska,53,41,0,N,53.68333333,166,45,0,W,-166.75,158001
A53,"Blear Lake, AK: Blear Lake Airport","Blear Lake, AK",Alaska,United States of America,1,6/1/05,,Alaska,64,20,0,N,64.33333333,147,30,0,W,-147.5,113200
A52,"Silver Salmon Creek, AK: Silver Salmon Creek Airport","Silver Salmon Creek, AK",Alaska,United States of America,1,4/1/03,,Alaska,59,57,50,N,59.96388888,152,40,56,W,-152.6822222,839631
A51,"Wien Lake, AK: Wien Lake Airport","Wien Lake, AK",Alaska,United States of America,1,1/1/05,,Alaska,64,21,10,N,64.35277777,151,16,30,W,-151.275,975851
A50,"Big Bay, AK: Big Bay Airport","Big Bay, AK",Alaska,United States of America,1,1/1/05,,,58,33,45,N,58.5625,152,35,46,W,-152.5961111,106850
A49,"Mooseville Airstrip, AK: Mooseville Airstrip Airport","Mooseville Airstrip, AK",Alaska,United States of America,1,1/1/05,,,70,17,4,N,70.28444444,152,12,43,W,-152.2119444,595750
A48,"Port Hobron, AK: Port Hobron Airport","Port Hobron, AK",Alaska,United States of America,1,7/1/04,,,57,9,0,N,57.15,153,9,0,W,-153.15,717240
A47,"Distin Lake, AK: Distin Lake Airport","Distin Lake, AK",Alaska,United States of America,1,7/1/04,,,57,37,0,N,57.61666666,134,22,0,W,-134.3666667,246650
A46,"Lake Hasselborg, AK: Lake Hasselborg Airport","Lake Hasselborg, AK",Alaska,United States of America,1,7/1/04,,,57,42,0,N,57.7,134,16,0,W,-134.2666667,479840
A45,"Lake Florence, AK: Lake Florence Airport","Lake Florence, AK",Alaska,United States of America,1,7/1/04,,,57,49,0,N,57.81666666,134,35,0,W,-134.5833333,479770
A44,"Bear Creek, AK: Bear Creek  3","Bear Creek, AK",Alaska,United States of America,1,7/1/04,,Alaska,63,34,18,N,63.57166666,156,8,39,W,-156.1441667,90401
A43,"Kodiak Island, AK: Trident Basin Seaplane Base","Kodiak Island, AK",Alaska,United States of America,1,4/1/03,,,57,46,51,N,57.78083333,152,23,28,W,-152.3911111,914600
A42,"Teshepkuk Lake, AK: Teshepkuk Lake Airport","Teshepkuk Lake, AK",Alaska,United States of America,1,1/1/04,,,70,21,30,N,70.35833333,153,11,48,W,-153.1966667,894970
A41,"Kogru River, AK: Kogru River Airport","Kogru River, AK",Alaska,United States of America,1,7/1/02,,Alaska,70,34,34,N,70.57611111,152,16,16,W,-152.2711111,456700
A40,"Cape Simpson, AK: Cape Simpson Airport","Cape Simpson, AK",Alaska,United States of America,1,7/1/02,,Alaska,71,3,25,N,71.05694444,154,43,42,W,-154.7283333,162370
A39,"Ptarmigan Lake, AK: Ptarmigan Lake Airport","Ptarmigan Lake, AK",Alaska,United States of America,1,1/1/03,,,61,51,58,N,61.86611111,141,9,35,W,-141.1597222,731030
A38,"Molly Creek, AK: Molly Creek Airport","Molly Creek, AK",Alaska,United States of America,1,1/1/03,,,64,5,50,N,64.09722222,143,16,0,W,-143.2666667,587100
A37,"Kako, AK: Kako Airport","Kako, AK",Alaska,United States of America,1,1/1/03,,,61,53,56,N,61.89888888,161,26,17,W,-161.4380556,416730
A36,"Deep Bay, AK: Deep Bay Airport","Deep Bay, AK",Alaska,United States of America,1,1/1/01,,Ketchikan,55,33,37,N,55.56027777,131,39,20,W,-131.6555556,238650
A35,"Kaktovik, AK: Bullen Point Air Force Base","Kaktovik, AK",Alaska,United States of America,1,7/1/02,,,70,10,22,N,70.17277777,146,50,10,W,-146.8361111,417900
A34,"Laura Lake, AK: Laura Lake Airport","Laura Lake, AK",Alaska,United States of America,1,7/1/02,,,58,21,43,N,58.36194444,152,18,44,W,-152.3122222,489700
A33,"Hidden Lake, AK: Hidden Lake Airport","Hidden Lake, AK",Alaska,United States of America,1,7/1/02,,,58,21,55,N,58.36527777,152,41,48,W,-152.6966667,363550
A32,"Hidden Basin, AK: Hidden Basin Airport","Hidden Basin, AK",Alaska,United States of America,1,7/1/02,,,57,30,41,N,57.51138888,152,57,10,W,-152.9527778,363450
A31,"Selief Bay, AK: Selief Bay Airport","Selief Bay, AK",Alaska,United States of America,1,1/1/01,,,57,38,32,N,57.64222222,153,1,19,W,-153.0219444,827400
A30,"Terror Lake, AK: Terror Lake Airport","Terror Lake, AK",Alaska,United States of America,1,1/1/01,,,57,38,32,N,57.64222222,153,1,19,W,-153.0219444,894950
A29,"Kiluda Bay, AK: Kiluda Bay Airport","Kiluda Bay, AK",Alaska,United States of America,1,1/1/01,,,57,19,23,N,57.32305555,153,8,58,W,-153.1494444,445600
A28,"Ayakulik River, AK: Ayakulik River Airport","Ayakulik River, AK",Alaska,United States of America,1,1/1/01,,,57,15,14,N,57.25388888,154,25,20,W,-154.4222222,62100
A27,"Pogo Mines, AK: Pogo Mines Airport","Pogo Mines, AK",Alaska,United States of America,1,10/1/03,,,64,26,24,N,64.43999999,144,56,11,W,-144.9363889,707900
A26,"Ivotuk, AK: Ivotuk Airstrip","Ivotuk, AK",Alaska,United States of America,1,5/1/03,,,68,29,0,N,68.48333333,155,44,0,W,-155.7333333,398870
A25,"Nugget Creek, AK: Nugget Creek Airport","Nugget Creek, AK",Alaska,United States of America,1,8/1/02,,,59,17,18,N,59.28833333,136,10,26,W,-136.1738889,650920
A24,"Chilkat Lake, AK: Chilkat Lake Airport","Chilkat Lake, AK",Alaska,United States of America,1,8/1/02,,,59,19,54,N,59.33166666,135,53,48,W,-135.8966667,187520
A23,"Bradley Lake, AK: Bradley Lake Airport","Bradley Lake, AK",Alaska,United States of America,1,1/1/03,,Alaska,59,46,34,N,59.77611111,151,57,49,W,-151.9636111,126600
A22,"Driftwood Bay, AK: Driftwood Bay Airport","Driftwood Bay, AK",Alaska,United States of America,1,1/1/03,,,53,58,22,N,53.97277777,166,51,25,W,-166.8569444,252520
A21,"Serpentine, AK: Serpentine Airport","Serpentine, AK",Alaska,United States of America,1,5/1/03,,Alaska,65,51,5,N,65.85138888,164,42,10,W,-164.7027778,829200
A20,"Alpine, AK: Alpine Airstrip","Alpine, AK",Alaska,United States of America,1,8/1/02,,,70,20,39,N,70.34416666,150,56,41,W,-150.9447222,26150
A19,"Lonely, AK: Lonely Air Station","Lonely, AK",Alaska,United States of America,1,7/1/02,,Alaska,70,54,38,N,70.91055555,153,14,32,W,-153.2422222,511900
A18,"Kantishna, AK: Kantishna Airport","Kantishna, AK",Alaska,United States of America,1,7/1/02,,Alaska,63,32,30,N,63.54166666,150,59,38,W,-150.9938889,426600
A17,"Port Vita, AK: Port Vita Airport","Port Vita, AK",Alaska,United States of America,1,9/1/02,,,58,3,56,N,58.06555555,153,4,21,W,-153.0725,719200
A16,"Arley Lake, AK: Arley Lake Airport","Arley Lake, AK",Alaska,United States of America,1,3/1/03,,,70,44,49,N,70.74694444,155,21,39,W,-155.3608333,50100
A15,"Puviaq, AK: Puviaq Airport","Puviaq, AK",Alaska,United States of America,1,2/1/03,,,70,43,7,N,70.71861111,154,23,18,W,-154.3883333,741500
A14,"Whitebear, AK: Whitebear Airport","Whitebear, AK",Alaska,United States of America,1,12/1/02,,,61,11,20,N,61.18888888,159,51,30,W,-159.8583333,973100
A13,"Mountaintop Mine, AK: Mountaintop Mine Airport","Mountaintop Mine, AK",Alaska,United States of America,1,12/1/02,,,61,23,25,N,61.39027777,157,59,44,W,-157.9955556,603600
A12,"Cinnabar, AK: Cinnabar Airport","Cinnabar, AK",Alaska,United States of America,1,12/1/02,,,60,47,7,N,60.78527777,158,51,52,W,-158.8644444,192850
A11,"Bell Creek, AK: Bell Creek Airport","Bell Creek, AK",Alaska,United States of America,1,12/1/02,,,60,47,2,N,60.78388888,159,32,25,W,-159.5402778,95500
A10,"Tikchik Lodge, AK: Tikchik Lodge Airport","Tikchik Lodge, AK",Alaska,United States of America,1,12/1/02,,,59,57,20,N,59.95555555,158,28,50,W,-158.4805556,900105
A09,"Johnstone Point, AK: Johnstone Point Airport","Johnstone Point, AK",Alaska,United States of America,1,12/1/02,,Alaska,60,28,56,N,60.48222222,146,34,56,W,-146.5822222,409000
A08,"Pillar Bay, AK: Pillar Bay Airport","Pillar Bay, AK",Alaska,United States of America,1,12/1/02,,Alaska,56,35,53,N,56.59805555,134,14,34,W,-134.2427778,701801
A07,"Selawik, AK: Roland Norton Memorial Airstrip","Selawik, AK",Alaska,United States of America,1,12/1/02,,Alaska,66,45,57,N,66.76583333,160,9,9,W,-160.1525,826801
A06,"Kougarok, AK: Navigator Airstrip","Kougarok, AK",Alaska,United States of America,1,11/1/02,,,65,39,20,N,65.65555555,165,21,23,W,-165.3563889,462500
A05,"Shell Lake, AK: Shell Lake Airport","Shell Lake, AK",Alaska,United States of America,1,11/1/02,,,61,57,50,N,61.96388888,151,33,21,W,-151.5558333,834050
A04,"Red Lake, AK: Red Lake Airport","Red Lake, AK",Alaska,United States of America,1,9/1/02,,,57,16,38,N,57.27722222,154,20,32,W,-154.3422222,752800
A03,"Hallo Bay, AK: Hallo Bay Airport","Hallo Bay, AK",Alaska,United States of America,1,4/1/02,,,58,27,27,N,58.4575,154,1,24,W,-154.0233333,349200
A02,"Deadmans Bay, AK: Deadmans Bay Airport","Deadmans Bay, AK",Alaska,United States of America,1,6/1/02,,,57,4,0,N,57.06666666,153,56,16,W,-153.9377778,237150
A01,"Blair Lakes, AK: Blair Lakes Airport","Blair Lakes, AK",Alaska,United States of America,1,10/1/02,,,64,21,51,N,64.36416666,147,21,41,W,-147.3613889,112570
1N7,"Blairstown, NJ: Blairstown","Blairstown, NJ",New Jersey,United States of America,21,7/1/08,,New Jersey,40,58,16,N,40.97111111,74,59,51,W,-74.99749999,112940
1G4,"Peach Springs, AZ: Grand Canyon West","Peach Springs, AZ",Arizona,United States of America,81,7/1/08,,,35,59,25,N,35.99027777,113,48,59,W,-113.8163889,690450
09A,"Homer, AK: Augustin Island","Homer, AK",Alaska,United States of America,1,6/1/08,,Alaska,59,21,46,N,59.36277777,153,25,50,W,-153.4305556,60150
08A,Seldovia AK: Elizabeth Island,"Seldovia, Chugach Mountains, AK",Alaska,United States of America,1,6/1/08,,Alaska,59,9,25,N,59.15694444,151,49,45,W,-151.8291667,267450
07A,"Klawock, AK: Klawock Seaplane Base","Klawock, AK",Alaska,United States of America,1,4/1/08,,Alaska,55,33,17,N,55.55472222,133,6,6,W,-133.1016667,455110
06A,"Kizhuyak, AK: Kizhuyak Bay","Kizhuyak, AK",Alaska,United States of America,1,10/1/07,,Alaska,57,44,43,N,57.74527777,152,52,58,W,-152.8827778,454291
05A,"Little Squaw, AK: Little Squaw Airport","Little Squaw, AK",Alaska,United States of America,1,8/1/07,,Alaska,67,34,12,N,67.56999999,148,11,2,W,-148.1838889,506751
04A,"Lik, AK: Lik Mining Camp","Lik, AK",Alaska,United States of America,1,7/1/07,,Alaska,68,5,0,N,68.08333333,163,10,0,W,-163.1666667,500711
03A,"Granite Mountain, AK: Bear Creek Mining Strip","Granite Mountain, AK",Alaska,United States of America,1,7/1/07,,Alaska,65,32,53,N,65.54805555,161,4,18,W,-161.0716667,333011
02A,"Chief Cove, AK: Chief Cove Airport","Chief Cove, AK",Alaska,United States of America,1,7/1/07,,Alaska,57,42,33,N,57.70916666,153,54,38,W,-153.9105556,185351
01A,"Afognak Lake, AK: Afognak Lake Airport","Afognak Lake, AK",Alaska,United States of America,1,7/1/07,,Alaska,58,6,34,N,58.10944444,152,54,24,W,-152.9066667,6701
\LX,"Lexington, KY: Metropolitan Area","Lexington, KY",Kentucky,United States of America,52,3/1/01,,,38,3,51,N,38.06416666,84,27,40,W,-84.46111111,498500
/YE,"Edmonton, Canada: Edmonton Airport","Edmonton, Canada",,Canada,916,3/1/79,,Alberta,53,26,17,N,53.43805555,113,33,9,W,-113.5525,261300
/YE,"Edmonton, Canada: /Ye Edmonton","Edmonton, Canada",,Canada,916,1/1/50,,Alberta,53,26,8,N,53.43555555,113,33,15,W,-113.5541667,261600
/YA,"Yaounde, Cameroons: (Yaounde Mean)","Yaounde, Cameroons",,Cameroons,504,9/1/93,,Cameroon,3,46,35,N,3.77638888,11,32,16,E,11.53777777,988910
/XI,"Xi An, China: (Xi An Mean)","Xi An, China",,China,713,9/1/96,,China,34,18,30,N,34.30833333,108,47,0,E,108.7833333,985110
/WS,"Washington, DC: /Ws Washington","Washington, DC",District of Columbia,United States of America,32,1/1/50,,D. C.,38,53,8,N,38.88555555,77,10,10,W,-77.16944444,964600
/WS,"Washington, DC: Washington Airport","Washington, DC",District of Columbia,United States of America,32,6/1/81,,D.C.,38,53,48,N,38.89666666,77,14,50,W,-77.24722222,964610
/WI,"Wichita, KS: (Wichita Mean)","Wichita, KS",Kansas,United States of America,62,1/1/50,,Kansas,37,40,1,N,37.66694444,97,17,34,W,-97.29277777,975001
/WD,"Windhoek, Namibia: ?wd Winhoek Southwest Africa Metro Up1 /Wd","Windhoek, Namibia",,Namibia,575,1/1/50,4/1/03,S.W.Africa,22,33,0,S,-22.55,17,16,30,E,17.27499999,978200
/WD,"Windhoek, Namibia: Windhoek Airport","Windhoek, Namibia",,Namibia,575,12/1/79,,Namibia,22,33,0,S,-22.55,17,16,30,E,17.27499999,978210
/WC,"Waco, TX: (Waco Mean)","Waco, TX",Texas,United States of America,74,1/1/50,,Texas,31,37,26,N,31.62388888,97,9,1,W,-97.15027777,958110
/VL,"Valdosta, GA: Valdosta Airport","Valdosta, GA",Georgia,United States of America,34,6/1/89,,Georgia,30,52,31,N,30.87527777,83,14,6,W,-83.23499999,939101
/VE,"Venice, Italy: (Venice Mean)","Venice, Italy",,Italy,450,3/1/92,,Italy,45,34,43,N,45.57861111,12,16,18,E,12.27166666,944101
/VC,"Victoria, Canada: /Vc  Victoria","Victoria, Canada",,Canada,906,3/1/78,,British Columbia,48,39,6,N,48.65166666,123,26,42,W,-123.445,946702
/VA,"Vancouver, Canada: Vancouver Airport","Vancouver, Canada",,Canada,906,12/1/80,,British Columbia,49,14,37,N,49.24361111,123,9,33,W,-123.1591667,941600
/UT,"Salt Lake City, UT: (Salt Lake Mean)","Salt Lake City, UT",Utah,United States of America,87,9/1/94,,Utah,40,42,11,N,40.70305555,111,58,51,W,-111.9808333,790710
/UM,"Umnak, AK: (Umnak Mean)","Umnak, AK",Alaska,United States of America,1,1/1/50,,Alaska,53,18,1,N,53.30027777,168,9,35,W,-168.1597222,932302
/TU,"Tucson, AZ: (Tucson Mean)","Tucson, AZ",Arizona,United States of America,81,1/1/50,,Arizona,32,13,50,N,32.23055555,111,0,49,W,-111.0136111,919401
/TR,"Tortola, British Virgin Islands-UK: Tortola","Tortola, British Virgin Islands-UK",,British Virgin Islands-UK,282,1/1/50,,Virgin Islands,18,26,26,N,18.44055555,64,31,39,W,-64.52749999,909605
/TP,"Tampa/St.Ptsbg/Clwtr/Lklnd, FL: /Tp Tpa/St Pete/Clrwtr/Laklnd Up 1     Tp1","Tampa/St.Ptsbg/Clwtr/Lklnd, FL",Florida,United States of America,33,1/1/50,,Florida,27,54,33,N,27.90916666,82,27,55,W,-82.46527777,878700
/TP,"Tampa, FL: (Tampa Mean)","Tampa, FL",Florida,United States of America,33,6/1/81,,Florida,27,54,2,N,27.90055555,82,28,18,W,-82.47166666,878710
/TO,"Tokyo, Japan: /To Tokyo","Tokyo, Japan",,Japan,736,1/1/50,,Japan,35,39,9,N,35.6525,139,43,55,E,139.7319444,905700
/TN,"Tonopah, NV: (Tonopah Mean)","Tonopah, NV",Nevada,United States of America,85,6/1/79,,Nevada,37,55,42,N,37.92833333,116,56,4,W,-116.9344444,907800
/TM,"Tacoma, WA: (Tacoma Mean)","Tacoma, WA",Washington,United States of America,93,1/1/50,,Washington,47,9,48,N,47.16333333,122,32,37,W,-122.5436111,871301
/TL,"Tel Aviv, Israel: Lod","Tel Aviv, Israel",,Israel,636,1/1/50,,Israel,32,3,42,N,32.06166666,34,49,52,E,34.83111111,890600
/TK,"Topeka, KS: Topeka","Topeka, KS",Kansas,United States of America,62,6/1/76,,Kansas,39,0,40,N,39.01111111,95,38,33,W,-95.64249999,908405
/TH,"Tullahoma, TN: (Tullahoma Mean)","Tullahoma, TN",Tennessee,United States of America,54,3/1/97,,Tennessee,35,23,8,N,35.38555555,86,9,56,W,-86.16555555,920701
/TE,"Tenerife, Spain: (Tenerife-Mean)","Tenerife, Spain",,Spain,482,6/1/79,,Canary Islands,28,15,32,N,28.25888888,16,27,2,W,-16.45055555,893400
/TC,"Toronto, Canada: /Toranto","Toronto, Canada",,Canada,936,9/1/78,6/1/80,Ontario,43,39,12,N,43.65333333,79,30,38,W,-79.51055555,908990
/TC,"Toronto, Canada: Toronto Airport","Toronto, Canada",,Canada,936,9/1/80,,Ontario,43,44,39,N,43.74416666,79,22,59,W,-79.38305555,909100
/TA,"Taipei, Taiwan: Taipei Airport","Taipei, Taiwan",,Taiwan,781,6/1/79,,Taiwan,25,4,42,N,25.07833333,121,22,57,E,121.3825,873500
/TA,"Taipei, Taiwan: Tpe/Tsa","Taipei, Taiwan",,Taiwan,781,3/1/79,9/1/79,Taiwan,25,3,56,N,25.06555555,121,23,16,E,121.3877778,873710
/SZ,"St. Louis, MO: St. Louis Airport","St. Louis, MO",Missouri,United States of America,64,3/1/81,6/1/84,Missouri,38,42,15,N,38.70416666,90,30,26,W,-90.50722222,784800
/SZ,"St. Louis, MO: (St. Louis Mean)","St. Louis, MO",Missouri,United States of America,64,9/1/84,,Missouri,38,39,37,N,38.66027777,90,23,21,W,-90.38916666,784815
/SY,"Salinas/Monterey, CA: /Sy Salinas Metro-Up 1","Salinas/Monterey, CA",California,United States of America,91,1/1/50,,California,36,35,17,N,36.58805555,121,50,53,W,-121.8480556,788700
/SX,"Christiansted, VI: Christiansted Airport","Christiansted, VI",U.S. Virgin Islands,United States of America,4,12/1/88,,St.Croix,17,43,35,N,17.72638888,64,45,7,W,-64.75194444,191000
/SX,"Christiansted, U.S. Virgin Islands: Christiansted","Christiansted, U.S. Virgin Islands",,U.S. Virgin Islands,283,1/1/50,9/1/88,St.Croix,17,43,36,N,17.72666666,64,45,8,W,-64.75222222,190901
/SV,"Savannah, GA: (Savannah Mean)","Savannah, GA",Georgia,United States of America,34,1/1/50,,Georgia,32,4,8,N,32.06888888,81,10,27,W,-81.17416666,823401
/SU,"San Juan, PR: San Juan Airport","San Juan, PR",Puerto Rico,United States of America,3,12/1/88,,Puerto Rico,18,27,50,N,18.46388888,66,3,9,W,-66.0525,802220
/SU,"San Juan, Puerto Rico: Puerto Rico International","San Juan, Puerto Rico",,Puerto Rico,268,1/1/50,9/1/88,Puerto Rico,18,26,58,N,18.44944444,66,3,9,W,-66.0525,802200
/ST,"Stockholm, Sweden: /St Stockholm","Stockholm, Sweden",,Sweden,484,1/1/50,,Sweden,59,30,27,N,59.5075,17,56,25,E,17.94027777,859600
/SS,"Brunswick, GA: Brunswick Airpark","Brunswick, GA",Georgia,United States of America,34,1/1/50,2/28/78,Georgia,31,12,2,N,31.20055555,81,25,58,W,-81.43277777,133800
/SS,"Sault Ste. Marie, MI: /Sault Ste.Marie","Sault Ste. Marie, MI",Michigan,United States of America,43,3/1/78,,Mich,46,21,41,N,46.36138888,84,25,2,W,-84.41722222,823000
/SR,"Santa Cruz, Bolivia: (Santa Cruz Mean)","Santa Cruz, Bolivia",,Bolivia,312,3/1/86,,Bolivia,17,43,27,S,-17.72416666,63,9,8,W,-63.15222222,808820
/SQ,"Sacramento, CA: (Sacramento Mean)","Sacramento, CA",California,United States of America,91,1/1/50,,Ca,38,36,29,N,38.60805555,121,26,39,W,-121.4441667,778501
/SP,"Sapporo, Japan: Sakuramori","Sapporo, Japan",,Japan,736,1/1/50,,Japan,42,57,21,N,42.95583333,141,31,38,E,141.5272222,819600
